,subid,oldfwhm,newfwhm
0,1832999514,7.230429890633899,3.947792174841528
1,2216595430,7.818813004424218,4.284149336322094
2,1867827374,7.477800085680176,3.736525446055917
3,278814796,7.558032705697271,3.9932700494518687
4,3103368139,6.83953456572238,3.690876365613916
5,1654508502,8.098314299894833,4.313873731443267
6,1818459775,7.545859007719264,4.202504351472331
7,2748427955,6.553045561262168,3.945711078576172
8,817266153,6.869525637363033,4.127502686873064
9,1344101127,7.142664517802717,3.825099599853541
10,3925705705,6.59989131959476,4.1665796192196645
11,234528430,7.302885665063224,3.8696071007641097
12,4167756410,8.262902031347663,4.179398216935404
13,628144066,7.323192337046255,4.0508453288662105
14,134279804,7.256415824684055,3.854560819558213
15,2312088658,7.744137559404226,4.161701723795088
16,1512248949,7.552400331932805,3.987770371520632
17,981492397,7.565958842414587,3.839560736394816
18,277233792,7.26603806157297,4.028334786814827
20,360459346,7.631040506732106,4.018711023648706
21,3520758666,6.394180393877033,4.00261499337861
22,4066124203,7.35486621687759,3.868904251268468
23,850131294,7.63477314185208,3.819423655522233
24,2508284118,7.922162950275163,4.36635212734627
25,1163553824,6.948531668463245,3.863823276276455
26,255089519,8.118494285880066,3.987904677632922
27,749926734,7.728756764120166,3.9607056344407217
28,4284367721,8.034851164044584,3.883412513798453
30,997818717,7.130842332859503,4.067101218893312
31,1498873540,8.04561458912794,4.140246200322795
32,1604003015,5.938065549531437,4.217596168320512
33,813520934,7.673272424323462,4.120576614609686
34,4099541746,7.566447284109013,4.041699432360302
35,2861717830,6.970569823356908,3.788819924626302
37,2932582600,6.998485386626358,3.905026420237341
38,1483500237,8.07423282927805,4.097938032183339
39,3704095570,7.448329556286195,3.8830390367574985
40,1006151876,7.725247448391246,4.0748599471512525
41,1829488364,7.885014269808956,4.015049758916293
42,1103118018,7.387301820053247,4.082094776166654
43,1828951258,7.923881363308802,3.9947947436116418
44,2299321259,8.342169544221111,4.059093382987138
45,2441231201,8.071076232305982,4.181723431678957
46,3170512105,6.852727603198782,3.8851250508372863
47,1730541924,6.288201430108261,3.732773135727865
48,1114035056,6.62972014852402,3.990837629567853
49,2720014197,6.671286556647235,3.728288545464344
50,1380078917,7.906705194753806,4.187436805584277
51,1887390452,7.330103936693074,3.997112850868021
52,4108002155,7.384250981205993,3.830465177047719
53,1060668554,7.894103854363573,4.1144932020124845
54,3840869169,7.983415614449293,4.209271422540324
55,2539603725,7.280046618438626,4.052973364847593
56,2442304782,6.976248817426775,4.017247354912302
57,200066829,6.276816975193633,4.004910723389921
58,2148378283,7.951096090686708,3.994744162205933
59,1381671196,7.986396193282308,4.018691111460458
60,1095340536,7.997435433473899,4.017976350753735
61,398131152,6.804606901952725,4.4233975371694765
62,3264978932,6.296885274276149,3.766587367250661
63,3204472167,7.873567270334856,4.26657857901322
64,3062402909,7.621994050619107,4.14866555845666
65,3870702454,7.31544300559419,4.176098779863101
66,3896564969,8.37442991837851,4.130833464706449
67,1645871327,7.570426138319625,3.8664854672795568
68,3925565817,7.689194815359465,3.9335468587045432
69,2170759229,7.134831765744082,4.041898584713869
70,2788528349,7.578616794783669,4.299504284489625
71,2215153516,6.726082777339925,3.912666600943631
72,402523989,7.662775731259719,3.809711404617073
73,3289562482,7.504589518261124,3.778312494674604
74,993394555,7.21091813534201,3.973755552163528
75,2976850765,7.997444191493558,3.7828926955023072
76,1682850665,7.446930936148267,4.070990345120631
77,2763114922,7.477955836674789,4.224874566438168
78,3733544876,7.370604119230863,3.935465726554816
79,3234489701,7.973979277358277,4.059678317227441
80,1046399178,7.1330342719667685,3.911008709209346
81,3829047511,7.871490878194333,3.7233877219524287
82,2359486867,7.581002140394992,3.975504319053932
83,865069950,7.870002945455269,3.907205926686412
84,1833416906,7.411602232628174,3.83732262933808
85,3260960488,8.20342687970059,3.8145012658231674
86,3441116881,7.647775925862718,3.7863347998985657
87,3753613715,7.810640477912631,4.055342971429034
88,177928631,7.558684515875021,3.8688141053917335
89,4135739225,7.540176491874435,3.930578630763151
90,1762027912,7.566419011464706,4.080401960220811
91,1904270196,7.478448338413532,3.8810739059776727
92,940718928,7.462763519935565,4.006053106880218
93,3029167955,7.400574818418091,3.882610932127814
94,3468032341,6.538911026489677,3.6015956759566463
95,1448081953,7.675483394972088,3.900142837742748
96,579459470,7.27388781031643,4.082692006962135
97,82699044,7.549536850720947,3.691135795305943
98,2002122030,7.2081923397235235,3.642177227089068
99,1724567179,6.458277271356335,4.141017459720298
100,1157595916,7.210873963193243,4.041243991277918
102,3362293049,7.684628297997261,4.058946150262044
104,348742929,6.555496830941316,3.933526282993919
106,2374556661,8.067549119283582,4.005390658982818
107,2842709105,6.741654404623522,3.9269278895734425
108,3549161979,6.353641796381472,3.834706275965804
109,1452555764,6.672414868561595,3.7088518678687055
110,2819146349,7.763858750431543,4.021176180709951
111,2318786012,8.406171628099678,4.160749161875995
112,1711930631,7.904441752751341,4.146358831055754
113,1310346718,7.967748536169082,3.970337725362647
114,3452453842,7.420314446248714,3.757616435979189
115,1838464457,6.444109420274008,4.100334945329345
116,3533807592,7.78766604972785,3.6763441484878014
117,2951167051,7.33480165093546,3.915532355513754
118,1497934968,7.486158753762145,3.671637374772931
119,1545837513,6.974499911384076,3.820869912747512
120,2412716526,7.822018999001249,4.041476938441888
121,2298674157,7.023905445849739,3.77561038985274
122,3506926170,7.969067059210651,4.112542152076811
123,4069098061,8.025523636497043,4.101955899608225
124,1506379233,7.969768596589891,4.086910067744299
125,1942988748,8.144117492881144,4.429561073772013
126,1963601913,7.466001700461331,3.931143768928124
127,408967257,7.625169748306827,3.980055226390213
128,1822850038,7.97403144784679,3.748691649447581
129,1437821247,6.993948073428956,3.873314829050053
130,3357695482,7.696630625298005,4.591927277270927
131,1060532313,7.719786641597306,4.0214053253296544
132,943724490,7.596045611653746,3.811656524122954
133,3043294809,8.227186695238782,3.92210866078178
134,3612049856,7.994821380368433,4.123313334919007
135,2675079707,7.376051975395734,3.985292834688633
136,3984163767,7.079901328048597,3.555773067582785
137,2134697000,4.084419756641106,4.084419756641106
138,4250731906,8.312378000857663,3.936282541101709
139,987544292,7.194240560643033,4.281126509621672
140,4026391232,7.5489809504690095,3.967051853188464
141,1088695522,7.892062642995636,3.88150522768574
143,3991005721,7.059866812993836,3.971888431659469
144,1761492502,7.25320067281439,3.9062458042510864
145,1123556411,6.817964794844997,3.700574902498093
146,826824711,6.828889913955338,3.916731853195463
148,1560828340,6.708720082017561,4.1365542345232615
149,2397365139,7.934835038149129,4.051922882113507
150,2774105134,7.484546223303661,3.868835874949336
152,308228517,7.424594948755431,3.933970398710097
153,1643083161,8.070277476970341,4.139556086402899
154,334290435,6.502089092611739,3.868301430480159
155,2333531511,7.226473050044404,3.7561318870889417
156,3392035756,7.699726121180845,4.02794175617622
157,3437461935,7.998831081473004,4.2220572601005175
158,520579518,7.182140920143284,3.9130430663764417
160,272785799,7.937662526490606,4.051831558507845
161,1686389288,7.328063596384018,3.96293421511137
162,4211615439,6.530063928534442,3.667531769766511
163,70214854,6.907103547534355,3.940897350302091
164,1168021938,6.650255214854285,4.125301837871921
165,471903637,8.074518353945829,3.988472818804497
166,1871767977,7.492221295486057,3.957583914374408
167,1526154632,7.667400061394855,3.92157286528061
168,2413176236,8.378812750412955,4.341829841510422
169,192039987,7.256341218459383,3.954920495501235
170,2292204095,7.949506909928973,3.9449939208296687
171,2696622128,7.15805072425588,3.881203060153891
172,481928384,7.786200222636065,4.188369078737481
174,1678076849,6.833813031730716,4.19285493268261
175,370053661,7.369031025875612,3.980362259071792
176,1794346030,7.9256650776066495,4.073109121086451
177,1336976954,6.625247284648571,3.799658158094648
178,2200266312,7.683834748123501,3.878889640244661
180,2333477346,7.115465129821999,4.001435851672099
181,3477990078,7.829515550636278,4.180828749394122
182,396724706,6.7901809267005895,3.780393091515904
183,2461687277,8.103051641768191,4.176638218614011
184,2733440164,7.518570792290169,4.02628925718917
185,1890822437,7.526911764180049,4.041566913564932
186,3512003246,6.790650441784977,3.873773160096165
187,1896354997,7.139960996755341,3.950559757510474
188,2588038141,7.336052347724201,4.044748227354498
189,1861767482,6.87905316486952,3.86359229014484
190,3017936002,6.854065017479251,4.053663626655337
191,3836403514,8.675881127532621,4.426522582054533
192,1770415263,7.261578683436451,3.776869130321317
193,2394345225,8.071647725379885,3.924497915157131
194,2041229468,7.050349671966441,3.9404000882783774
195,3316130924,7.286284583697106,3.994732318244262
196,1593612444,7.334183290632539,3.7308649087178014
197,1620557808,7.4808617964846515,4.011534368009511
198,1852377689,7.688424819613592,3.6541379424832847
199,3482208722,7.529674649566623,4.10071602280528
200,1440768299,6.504625106549462,3.957936388150404
201,802748205,7.6708691774639775,3.9325992253584543
202,2739925272,7.056409718273621,3.81572817193865
203,2146308400,8.106679973357874,3.92053348992984
204,3870273492,6.83400546987981,3.944000791156361
205,1631350938,7.300088331454756,3.8932697452932334
207,1313957126,7.691658755394635,4.0384365989333
208,1091857727,7.744968531731979,3.9529972289583553
209,983504031,7.569991314897641,4.410921127577212
210,2351609522,7.028875814304928,4.083379021740476
211,746461855,7.285261812920032,4.037342153932549
212,1447464089,7.861154629369066,4.001667318500876
213,3538085126,8.908880235148882,4.820235306074033
214,373574366,7.559759223077681,4.157897975647553
215,1710493410,6.820860592657499,3.867586917961724
216,1204359507,7.759731254822752,4.079408259220854
217,1217141098,8.336316236303446,4.016347860703666
218,1011497669,6.895904241731031,4.005758371683878
219,3670092995,7.723568443879701,3.678625765697304
220,609583468,6.785982875075162,3.85553853165362
221,4264683889,7.278956148562257,3.85646011967041
222,360427065,7.339500619817012,3.8049804223291535
223,2422503990,7.236259823470619,4.10377431011971
224,908607262,7.5804641661637024,3.888770715072359
225,3354511550,7.034468053705028,3.881835894652394
226,4060589852,7.0180036494344495,3.9021995063512023
227,678139191,11.065835492844707,4.4350534550638825
228,782651188,7.578275581495725,4.037875199506602
229,972336786,7.902649577491034,4.0674209721424655
230,344766746,7.473984030697753,3.945832357510671
231,594496588,7.692984430641907,3.8904775460771375
232,388650152,7.495721151787566,4.092409790052934
233,1017092387,7.648436676212742,3.860373846542186
234,326891280,6.782660819422773,3.886582147781401
235,3327313154,7.549161023084017,4.048015050723632
236,826730657,7.053016733221907,3.9792779555406
237,909152050,7.686274163838363,4.009997725912577
238,3548675539,6.930997861861294,3.9307127099456447
239,2860715826,7.8045540150566595,4.157580086899961
240,3501955380,7.268696933780713,4.001009145547941
241,1901910719,7.5947543504461725,3.77751825204352
242,389182564,6.731653656474801,3.930927064851205
243,2333670705,7.521870002007728,4.2095865036518765
244,2200670875,7.819771476352452,4.08728241018598
245,3221624404,6.347459181127895,3.932764739586245
246,1814037649,6.775604934629332,3.694632954788909
247,861649027,7.62922485029115,3.969902814938102
248,1221640483,6.894825439077764,3.898037211643491
249,584328521,6.826670099494683,3.996078488836275
250,4177765106,7.829204013165594,3.846464941326601
251,3840308617,7.426262466841401,3.8402335994589936
252,292946269,7.222598213204725,3.915131796811989
253,2593612027,7.778486092873041,4.143805672093304
254,3194463561,7.482451464619772,3.942661413377121
255,985910486,7.653852089103877,4.247696948416688
256,876444031,7.764807421650513,4.066335898259082
257,677581716,8.675900498721994,4.040852098927586
258,2688141773,8.010669129420968,3.908334269551914
259,31361606,8.078620319713435,4.230581778101334
260,756380264,7.731149140285913,4.135734421188374
261,749654008,7.326705943416417,4.103511712892875
262,2490635263,7.582536052014452,3.9157249031495938
263,1705895007,7.605976163992012,4.095327532258537
264,1200684014,7.78925386821609,4.004500778555639
266,1310206420,6.432252237242582,3.835048119171157
267,78982423,7.534030102782439,4.035252810762369
268,2745152671,7.712471161496276,4.004564500654706
269,2108841974,7.528935942843712,4.271805593663408
270,3666908232,8.209959549652453,4.213949017815013
272,55710183,8.026880469923874,3.794948565832053
273,3644730316,7.5296891322207715,3.798322958194239
274,550810566,6.394436494262379,4.004465748627944
275,1240942354,7.969545546776472,4.153479261456424
276,3704894948,7.340771976689398,3.96758478437173
277,2182362214,6.600710469074802,3.819214213855792
278,612700286,7.094914952813226,3.812479232208539
279,1185574887,6.395088794359726,3.8785788726745993
280,1823231434,7.007673300293092,3.5619364809413696
281,845422206,7.490232357724939,3.8453292465194737
282,1830789740,7.03848616627452,3.851810894603106
283,2551635949,6.514434822239294,3.9472235684341768
284,335003211,7.53041332943275,3.941059205175984
285,3345297865,8.200644298252941,4.018711418675618
286,3123429468,7.410041918831244,3.974001115653106
287,355612286,7.600892371318627,4.04177127231268
288,1604268733,7.570062880507302,4.004909793980737
289,4269306166,7.660838534980422,3.911094127159548
290,2398605805,7.285448662050765,4.13087738400096
291,211169351,7.52538178714843,3.800401259833565
292,3032863642,7.888063621315526,4.084563262742274
293,2537779643,7.517400862131847,3.974926137165349
294,1730231179,7.477958024462786,3.876865711890385
295,924815264,6.986087544947713,4.05903810876538
296,2271737742,7.116831539183822,4.032438364619486
297,1908959165,7.314208532221011,3.9236899049850495
298,1997401992,7.2391396788443325,3.9804052429257655
299,3104080596,6.183088602335092,3.5578568198701594
300,1781205887,7.919444646779544,3.97941353628518
301,429608771,7.382556037942442,3.802390438035509
302,1236117854,8.122031696619425,4.598905782708615
303,3117409134,7.042086295786678,3.772559065310357
304,779151395,7.648691496648788,4.074169346397696
305,131655018,7.433992080861707,3.953127527081601
306,3539567950,7.502365901920711,4.040196726028778
307,1977306864,6.474219094785942,3.884064664697154
308,3544869608,6.901368148914084,3.902214199525495
309,610158411,7.908808339807299,4.084148685187776
310,3172989359,8.010231219895369,3.952148216320093
311,1111014310,7.54341242166012,4.214784102275226
312,401879401,7.037135516465019,4.211850129829632
313,3885398873,7.601832041987055,3.996842159822532
314,3915422918,8.080759607419493,4.190749592339028
315,195168692,6.988839055224949,3.8322504794690753
316,3807715038,8.042060490830977,4.120035421761117
317,2823833643,8.112226274233146,4.068561542773778
319,3923883359,7.910478081883277,4.460677357199813
320,1781775187,7.266449406128714,4.000312026865895
321,1804076739,7.502367678669135,4.018135246739625
322,681935372,7.727267462482839,4.222157030103415
323,3569165538,7.240732708008718,4.024529238465006
324,248585929,7.146130031957996,4.005530827279655
325,618085604,6.996603630754837,4.183716089857396
326,2822781649,7.56170145049146,3.900708567821867
