"compute_time","Datasets","modality","compute time(hrs)"
16664,"NKI","anat",4.62888888888889
16725,"NKI","anat",4.64583333333333
16418,"NKI","anat",4.56055555555556
16285,"NKI","anat",4.52361111111111
16405,"NKI","anat",4.55694444444444
16466,"NKI","anat",4.57388888888889
17292,"NKI","anat",4.80333333333333
15979,"NKI","anat",4.43861111111111
16457,"NKI","anat",4.57138888888889
16471,"NKI","anat",4.57527777777778
12709,"NKI","anat",3.53027777777778
16580,"NKI","anat",4.60555555555556
16465,"NKI","anat",4.57361111111111
16180,"NKI","anat",4.49444444444444
16599,"NKI","anat",4.61083333333333
16341,"NKI","anat",4.53916666666667
16266,"NKI","anat",4.51833333333333
16961,"NKI","anat",4.71138888888889
16318,"NKI","anat",4.53277777777778
16221,"NKI","anat",4.50583333333333
16492,"NKI","anat",4.58111111111111
16418,"NKI","anat",4.56055555555556
16315,"NKI","anat",4.53194444444444
16173,"NKI","anat",4.4925
17208,"NKI","anat",4.78
16228,"NKI","anat",4.50777777777778
16921,"NKI","anat",4.70027777777778
16315,"NKI","anat",4.53194444444444
16280,"NKI","anat",4.52222222222222
17030,"NKI","anat",4.73055555555556
17208,"NKI","anat",4.78
16455,"NKI","anat",4.57083333333333
16791,"NKI","anat",4.66416666666667
16123,"NKI","anat",4.47861111111111
16318,"NKI","anat",4.53277777777778
16543,"NKI","anat",4.59527777777778
17104,"NKI","anat",4.75111111111111
16882,"NKI","anat",4.68944444444444
16442,"NKI","anat",4.56722222222222
16351,"NKI","anat",4.54194444444444
13049,"NKI","anat",3.62472222222222
17078,"NKI","anat",4.74388888888889
16426,"NKI","anat",4.56277777777778
15988,"NKI","anat",4.44111111111111
16280,"NKI","anat",4.52222222222222
17077,"NKI","anat",4.74361111111111
16730,"NKI","anat",4.64722222222222
16655,"NKI","anat",4.62638888888889
16212,"NKI","anat",4.50333333333333
16428,"NKI","anat",4.56333333333333
16903,"NKI","anat",4.69527777777778
17228,"NKI","anat",4.78555555555556
16821,"NKI","anat",4.6725
16245,"NKI","anat",4.5125
17143,"NKI","anat",4.76194444444444
16331,"NKI","anat",4.53638888888889
16780,"NKI","anat",4.66111111111111
17200,"NKI","anat",4.77777777777778
16202,"NKI","anat",4.50055555555556
16338,"NKI","anat",4.53833333333333
17253,"NKI","anat",4.7925
16465,"NKI","anat",4.57361111111111
16959,"NKI","anat",4.71083333333333
16173,"NKI","anat",4.4925
16515,"NKI","anat",4.5875
16924,"NKI","anat",4.70111111111111
13264,"NKI","anat",3.68444444444444
16686,"NKI","anat",4.635
16493,"NKI","anat",4.58138888888889
16370,"NKI","anat",4.54722222222222
17163,"NKI","anat",4.7675
16243,"NKI","anat",4.51194444444444
16327,"NKI","anat",4.53527777777778
16460,"NKI","anat",4.57222222222222
16386,"NKI","anat",4.55166666666667
16530,"NKI","anat",4.59166666666667
16350,"NKI","anat",4.54166666666667
16807,"NKI","anat",4.66861111111111
16480,"NKI","anat",4.57777777777778
16429,"NKI","anat",4.56361111111111
16820,"NKI","anat",4.67222222222222
16508,"NKI","anat",4.58555555555556
17341,"NKI","anat",4.81694444444444
16495,"NKI","anat",4.58194444444444
16567,"NKI","anat",4.60194444444444
16321,"NKI","anat",4.53361111111111
16476,"NKI","anat",4.57666666666667
16739,"NKI","anat",4.64972222222222
16553,"NKI","anat",4.59805555555556
17174,"NKI","anat",4.77055555555556
16586,"NKI","anat",4.60722222222222
16713,"NKI","anat",4.6425
17002,"NKI","anat",4.72277777777778
16457,"NKI","anat",4.57138888888889
16338,"NKI","anat",4.53833333333333
16912,"NKI","anat",4.69777777777778
16393,"NKI","anat",4.55361111111111
17264,"NKI","anat",4.79555555555556
16607,"NKI","anat",4.61305555555556
15946,"NKI","anat",4.42944444444444
16847,"NKI","anat",4.67972222222222
16432,"NKI","anat",4.56444444444444
17150,"NKI","anat",4.76388888888889
16490,"NKI","anat",4.58055555555556
16338,"NKI","anat",4.53833333333333
16644,"NKI","anat",4.62333333333333
16395,"NKI","anat",4.55416666666667
16865,"NKI","anat",4.68472222222222
16486,"NKI","anat",4.57944444444444
16417,"NKI","anat",4.56027777777778
16827,"NKI","anat",4.67416666666667
16719,"NKI","anat",4.64416666666667
16998,"NKI","anat",4.72166666666667
16555,"NKI","anat",4.59861111111111
13058,"NKI","anat",3.62722222222222
16399,"NKI","anat",4.55527777777778
16627,"NKI","anat",4.61861111111111
16991,"NKI","anat",4.71972222222222
13299,"NKI","anat",3.69416666666667
16346,"NKI","anat",4.54055555555556
17058,"NKI","anat",4.73833333333333
16974,"NKI","anat",4.715
16868,"NKI","anat",4.68555555555556
16303,"NKI","anat",4.52861111111111
16377,"NKI","anat",4.54916666666667
16845,"NKI","anat",4.67916666666667
16705,"NKI","anat",4.64027777777778
16368,"NKI","anat",4.54666666666667
16063,"NKI","anat",4.46194444444444
16413,"NKI","anat",4.55916666666667
17569,"NKI","anat",4.88027777777778
16486,"NKI","anat",4.57944444444444
16490,"NKI","anat",4.58055555555556
16396,"NKI","anat",4.55444444444444
16283,"NKI","anat",4.52305555555556
17262,"NKI","anat",4.795
16221,"NKI","anat",4.50583333333333
16676,"NKI","anat",4.63222222222222
16825,"NKI","anat",4.67361111111111
16703,"NKI","anat",4.63972222222222
17254,"NKI","anat",4.79277777777778
13637,"NKI","anat",3.78805555555556
17122,"NKI","anat",4.75611111111111
16435,"NKI","anat",4.56527777777778
17035,"NKI","anat",4.73194444444444
16257,"NKI","anat",4.51583333333333
16513,"NKI","anat",4.58694444444444
16305,"NKI","anat",4.52916666666667
17096,"NKI","anat",4.74888888888889
17086,"NKI","anat",4.74611111111111
16850,"NKI","anat",4.68055555555556
17024,"NKI","anat",4.72888888888889
16319,"NKI","anat",4.53305555555556
16433,"NKI","anat",4.56472222222222
16549,"NKI","anat",4.59694444444444
17244,"NKI","anat",4.79
16939,"NKI","anat",4.70527777777778
17327,"NKI","anat",4.81305555555556
16499,"NKI","anat",4.58305555555556
16853,"NKI","anat",4.68138888888889
17490,"NKI","anat",4.85833333333333
17087,"NKI","anat",4.74638888888889
16258,"NKI","anat",4.51611111111111
16535,"NKI","anat",4.59305555555556
16416,"NKI","anat",4.56
16449,"NKI","anat",4.56916666666667
16434,"NKI","anat",4.565
16212,"NKI","anat",4.50333333333333
16925,"NKI","anat",4.70138888888889
16412,"NKI","anat",4.55888888888889
16804,"NKI","anat",4.66777777777778
17119,"NKI","anat",4.75527777777778
16525,"NKI","anat",4.59027777777778
16524,"NKI","anat",4.59
16049,"NKI","anat",4.45805555555556
16335,"NKI","anat",4.5375
16560,"NKI","anat",4.6
16838,"NKI","anat",4.67722222222222
16353,"NKI","anat",4.5425
16439,"NKI","anat",4.56638888888889
17012,"NKI","anat",4.72555555555556
17236,"NKI","anat",4.78777777777778
16727,"NKI","anat",4.64638888888889
16385,"NKI","anat",4.55138888888889
16238,"NKI","anat",4.51055555555556
16471,"NKI","anat",4.57527777777778
16753,"NKI","anat",4.65361111111111
16344,"NKI","anat",4.54
16561,"NKI","anat",4.60027777777778
16323,"NKI","anat",4.53416666666667
17001,"NKI","anat",4.7225
16131,"NKI","anat",4.48083333333333
16711,"NKI","anat",4.64194444444444
16415,"NKI","anat",4.55972222222222
16785,"NKI","anat",4.6625
17114,"NKI","anat",4.75388888888889
17164,"NKI","anat",4.76777777777778
16832,"NKI","anat",4.67555555555556
16435,"NKI","anat",4.56527777777778
16269,"NKI","anat",4.51916666666667
16291,"NKI","anat",4.52527777777778
16620,"NKI","anat",4.61666666666667
17013,"NKI","anat",4.72583333333333
16174,"NKI","anat",4.49277777777778
16359,"NKI","anat",4.54416666666667
17281,"NKI","anat",4.80027777777778
16693,"NKI","anat",4.63694444444444
16674,"NKI","anat",4.63166666666667
16699,"NKI","anat",4.63861111111111
16736,"NKI","anat",4.64888888888889
16232,"NKI","anat",4.50888888888889
16468,"NKI","anat",4.57444444444444
16742,"NKI","anat",4.65055555555556
16283,"NKI","anat",4.52305555555556
16100,"NKI","anat",4.47222222222222
17033,"NKI","anat",4.73138888888889
17228,"NKI","anat",4.78555555555556
16448,"NKI","anat",4.56888888888889
16727,"NKI","anat",4.64638888888889
16393,"NKI","anat",4.55361111111111
17466,"NKI","anat",4.85166666666667
16279,"NKI","anat",4.52194444444444
16376,"NKI","anat",4.54888888888889
17044,"NKI","anat",4.73444444444444
16888,"NKI","anat",4.69111111111111
16831,"NKI","anat",4.67527777777778
16956,"NKI","anat",4.71
16651,"NKI","anat",4.62527777777778
16438,"NKI","anat",4.56611111111111
16715,"NKI","anat",4.64305555555556
16760,"NKI","anat",4.65555555555556
17660,"NKI","anat",4.90555555555556
16805,"NKI","anat",4.66805555555556
16627,"NKI","anat",4.61861111111111
16271,"NKI","anat",4.51972222222222
16770,"NKI","anat",4.65833333333333
17360,"NKI","anat",4.82222222222222
413,"NKI","anat",0.114722222222222
17160,"NKI","anat",4.76666666666667
16584,"NKI","anat",4.60666666666667
16350,"NKI","anat",4.54166666666667
16658,"NKI","anat",4.62722222222222
16877,"NKI","anat",4.68805555555556
12604,"NKI","anat",3.50111111111111
16380,"NKI","anat",4.55
16664,"NKI","anat",4.62888888888889
16862,"NKI","anat",4.68388888888889
17059,"NKI","anat",4.73861111111111
16640,"NKI","anat",4.62222222222222
16693,"NKI","anat",4.63694444444444
17046,"NKI","anat",4.735
16652,"NKI","anat",4.62555555555556
13244,"NKI","anat",3.67888888888889
16620,"NKI","anat",4.61666666666667
17124,"NKI","anat",4.75666666666667
16161,"NKI","anat",4.48916666666667
16397,"NKI","anat",4.55472222222222
17050,"NKI","anat",4.73611111111111
16206,"NKI","anat",4.50166666666667
12849,"NKI","anat",3.56916666666667
12837,"NKI","anat",3.56583333333333
13635,"NKI","anat",3.7875
14555,"NKI","anat",4.04305555555556
13721,"NKI","anat",3.81138888888889
13469,"NKI","anat",3.74138888888889
17390,"NKI","anat",4.83055555555556
13577,"NKI","anat",3.77138888888889
13077,"NKI","anat",3.6325
13643,"NKI","anat",3.78972222222222
16819,"NKI","anat",4.67194444444444
13550,"NKI","anat",3.76388888888889
17108,"NKI","anat",4.75222222222222
13599,"NKI","anat",3.7775
17690,"NKI","anat",4.91388888888889
17737,"NKI","anat",4.92694444444444
17148,"NKI","anat",4.76333333333333
16153,"NKI","anat",4.48694444444444
17040,"NKI","anat",4.73333333333333
16274,"NKI","anat",4.52055555555556
16331,"NKI","anat",4.53638888888889
12840,"NKI","anat",3.56666666666667
12620,"NKI","anat",3.50555555555556
12353,"NKI","anat",3.43138888888889
16113,"NKI","anat",4.47583333333333
13244,"NKI","anat",3.67888888888889
12573,"NKI","anat",3.4925
16392,"NKI","anat",4.55333333333333
16442,"NKI","anat",4.56722222222222
16277,"NKI","anat",4.52138888888889
16462,"NKI","anat",4.57277777777778
12651,"NKI","anat",3.51416666666667
13070,"NKI","anat",3.63055555555556
16790,"NKI","anat",4.66388888888889
12095,"NKI","anat",3.35972222222222
12897,"NKI","anat",3.5825
12824,"NKI","anat",3.56222222222222
13212,"NKI","anat",3.67
12704,"NKI","anat",3.52888888888889
12550,"NKI","anat",3.48611111111111
16444,"NKI","anat",4.56777777777778
12464,"NKI","anat",3.46222222222222
12731,"NKI","anat",3.53638888888889
13673,"NKI","anat",3.79805555555556
13120,"NKI","anat",3.64444444444444
13489,"NKI","anat",3.74694444444444
16569,"NKI","anat",4.6025
16948,"NKI","anat",4.70777777777778
15268,"NKI","anat",4.24111111111111
13372,"NKI","anat",3.71444444444444
16184,"NKI","anat",4.49555555555556
13633,"NKI","anat",3.78694444444444
16524,"NKI","anat",4.59
14875,"NKI","anat",4.13194444444444
16654,"NKI","anat",4.62611111111111
13577,"NKI","anat",3.77138888888889
13672,"NKI","anat",3.79777777777778
16300,"NKI","anat",4.52777777777778
16493,"NKI","anat",4.58138888888889
13317,"NKI","anat",3.69916666666667
16364,"NKI","anat",4.54555555555556
16697,"NKI","anat",4.63805555555556
13923,"NKI","anat",3.8675
16714,"NKI","anat",4.64277777777778
13621,"NKI","anat",3.78361111111111
16498,"NKI","anat",4.58277777777778
13379,"NKI","anat",3.71638888888889
17091,"NKI","anat",4.7475
91,"NKI","anat",0.0252777777777778
13669,"NKI","anat",3.79694444444444
16816,"NKI","anat",4.67111111111111
13072,"NKI","anat",3.63111111111111
17063,"NKI","anat",4.73972222222222
13659,"NKI","anat",3.79416666666667
16670,"NKI","anat",4.63055555555556
13829,"NKI","anat",3.84138888888889
13595,"NKI","anat",3.77638888888889
13541,"NKI","anat",3.76138888888889
16766,"NKI","anat",4.65722222222222
16981,"NKI","anat",4.71694444444444
13839,"NKI","anat",3.84416666666667
13577,"NKI","anat",3.77138888888889
17117,"NKI","anat",4.75472222222222
17482,"NKI","anat",4.85611111111111
16873,"NKI","anat",4.68694444444444
13251,"NKI","anat",3.68083333333333
14098,"NKI","anat",3.91611111111111
16766,"NKI","anat",4.65722222222222
13993,"NKI","anat",3.88694444444444
13187,"NKI","anat",3.66305555555556
16958,"NKI","anat",4.71055555555556
16456,"NKI","anat",4.57111111111111
17397,"NKI","anat",4.8325
14016,"NKI","anat",3.89333333333333
16869,"NKI","anat",4.68583333333333
13727,"NKI","anat",3.81305555555556
13628,"NKI","anat",3.78555555555556
13628,"NKI","anat",3.78555555555556
17369,"NKI","anat",4.82472222222222
13746,"NKI","anat",3.81833333333333
13705,"NKI","anat",3.80694444444444
16973,"NKI","anat",4.71472222222222
17142,"NKI","anat",4.76166666666667
12759,"NKI","anat",3.54416666666667
13679,"NKI","anat",3.79972222222222
16772,"NKI","anat",4.65888888888889
13357,"NKI","anat",3.71027777777778
13338,"NKI","anat",3.705
13339,"NKI","anat",3.70527777777778
12707,"NKI","anat",3.52972222222222
12855,"NKI","anat",3.57083333333333
13475,"NKI","anat",3.74305555555556
12731,"NKI","anat",3.53638888888889
14408,"NKI","anat",4.00222222222222
14019,"NKI","anat",3.89416666666667
12704,"NKI","anat",3.52888888888889
12972,"NKI","anat",3.60333333333333
12632,"NKI","anat",3.50888888888889
13862,"NKI","anat",3.85055555555556
12549,"NKI","anat",3.48583333333333
14049,"NKI","anat",3.9025
13403,"NKI","anat",3.72305555555556
12778,"NKI","anat",3.54944444444444
78,"NKI","anat",0.0216666666666667
14049,"NKI","anat",3.9025
13556,"NKI","anat",3.76555555555556
13304,"NKI","anat",3.69555555555556
14187,"NKI","anat",3.94083333333333
14370,"NKI","anat",3.99166666666667
12455,"NKI","anat",3.45972222222222
12774,"NKI","anat",3.54833333333333
14774,"NKI","anat",4.10388888888889
13300,"NKI","anat",3.69444444444444
14497,"NKI","anat",4.02694444444444
12728,"NKI","anat",3.53555555555556
12812,"NKI","anat",3.55888888888889
14163,"NKI","anat",3.93416666666667
13264,"NKI","anat",3.68444444444444
12740,"NKI","anat",3.53888888888889
12412,"NKI","anat",3.44777777777778
14842,"NKI","anat",4.12277777777778
17601,"NKI","anat",4.88916666666667
12483,"NKI","anat",3.4675
16839,"NKI","anat",4.6775
13348,"NKI","anat",3.70777777777778
16475,"NKI","anat",4.57638888888889
16421,"NKI","anat",4.56138888888889
16712,"NKI","anat",4.64222222222222
16362,"NKI","anat",4.545
14682,"NKI","anat",4.07833333333333
14711,"NKI","anat",4.08638888888889
14756,"NKI","anat",4.09888888888889
14809,"NKI","anat",4.11361111111111
14948,"NKI","anat",4.15222222222222
16266,"NKI","anat",4.51833333333333
13519,"NKI","anat",3.75527777777778
17270,"NKI","anat",4.79722222222222
17004,"NKI","anat",4.72333333333333
16603,"NKI","anat",4.61194444444444
16910,"NKI","anat",4.69722222222222
16248,"NKI","anat",4.51333333333333
16947,"NKI","anat",4.7075
17049,"NKI","anat",4.73583333333333
16961,"NKI","anat",4.71138888888889
17116,"NKI","anat",4.75444444444444
16427,"NKI","anat",4.56305555555556
16963,"NKI","anat",4.71194444444444
16405,"NKI","anat",4.55694444444444
16501,"NKI","anat",4.58361111111111
16209,"NKI","anat",4.5025
16644,"NKI","anat",4.62333333333333
16829,"NKI","anat",4.67472222222222
16309,"NKI","anat",4.53027777777778
16903,"NKI","anat",4.69527777777778
15702,"NKI","anat",4.36166666666667
15682,"NKI","anat",4.35611111111111
15921,"NKI","anat",4.4225
16913,"NKI","anat",4.69805555555556
14221,"NKI","anat",3.95027777777778
13372,"NKI","anat",3.71444444444444
16405,"NKI","anat",4.55694444444444
13392,"NKI","anat",3.72
16982,"NKI","anat",4.71722222222222
16764,"NKI","anat",4.65666666666667
13484,"NKI","anat",3.74555555555556
13966,"NKI","anat",3.87944444444444
16704,"NKI","anat",4.64
16816,"NKI","anat",4.67111111111111
16690,"NKI","anat",4.63611111111111
16168,"NKI","anat",4.49111111111111
16909,"NKI","anat",4.69694444444444
17725,"NKI","anat",4.92361111111111
16574,"NKI","anat",4.60388888888889
16660,"NKI","anat",4.62777777777778
16542,"NKI","anat",4.595
14064,"NKI","anat",3.90666666666667
14534,"NKI","anat",4.03722222222222
17089,"NKI","anat",4.74694444444444
16846,"NKI","anat",4.67944444444444
16474,"NKI","anat",4.57611111111111
16678,"NKI","anat",4.63277777777778
16831,"NKI","anat",4.67527777777778
14411,"NKI","anat",4.00305555555556
16520,"NKI","anat",4.58888888888889
16669,"NKI","anat",4.63027777777778
16312,"NKI","anat",4.53111111111111
16266,"NKI","anat",4.51833333333333
16734,"NKI","anat",4.64833333333333
17100,"NKI","anat",4.75
89,"NKI","anat",0.0247222222222222
17031,"NKI","anat",4.73083333333333
17201,"NKI","anat",4.77805555555556
16863,"NKI","anat",4.68416666666667
16702,"NKI","anat",4.63944444444444
16814,"NKI","anat",4.67055555555556
13338,"NKI","anat",3.705
16536,"NKI","anat",4.59333333333333
17454,"NKI","anat",4.84833333333333
16595,"NKI","anat",4.60972222222222
17319,"NKI","anat",4.81083333333333
17019,"NKI","anat",4.7275
16910,"NKI","anat",4.69722222222222
16032,"NKI","anat",4.45333333333333
17102,"NKI","anat",4.75055555555556
16284,"NKI","anat",4.52333333333333
16150,"NKI","anat",4.48611111111111
16596,"NKI","anat",4.61
13863,"NKI","anat",3.85083333333333
16800,"NKI","anat",4.66666666666667
16214,"NKI","anat",4.50388888888889
16055,"NKI","anat",4.45972222222222
16232,"NKI","anat",4.50888888888889
17190,"NKI","anat",4.775
16887,"NKI","anat",4.69083333333333
16843,"NKI","anat",4.67861111111111
16405,"NKI","anat",4.55694444444444
17102,"NKI","anat",4.75055555555556
16894,"NKI","anat",4.69277777777778
16677,"NKI","anat",4.6325
17248,"NKI","anat",4.79111111111111
16206,"NKI","anat",4.50166666666667
13304,"NKI","anat",3.69555555555556
16878,"NKI","anat",4.68833333333333
17184,"NKI","anat",4.77333333333333
16160,"NKI","anat",4.48888888888889
14085,"NKI","anat",3.9125
16461,"NKI","anat",4.5725
16859,"NKI","anat",4.68305555555556
16959,"NKI","anat",4.71083333333333
16779,"NKI","anat",4.66083333333333
16315,"NKI","anat",4.53194444444444
16039,"NKI","anat",4.45527777777778
16601,"NKI","anat",4.61138888888889
16806,"NKI","anat",4.66833333333333
16618,"NKI","anat",4.61611111111111
16221,"NKI","anat",4.50583333333333
16531,"NKI","anat",4.59194444444444
17171,"NKI","anat",4.76972222222222
16297,"NKI","anat",4.52694444444444
16542,"NKI","anat",4.595
16427,"NKI","anat",4.56305555555556
16440,"NKI","anat",4.56666666666667
13731,"NKI","anat",3.81416666666667
16934,"NKI","anat",4.70388888888889
16320,"NKI","anat",4.53333333333333
16896,"NKI","anat",4.69333333333333
14260,"NKI","anat",3.96111111111111
17243,"NKI","anat",4.78972222222222
16625,"NKI","anat",4.61805555555556
16364,"NKI","anat",4.54555555555556
17062,"NKI","anat",4.73944444444444
16544,"NKI","anat",4.59555555555556
16294,"NKI","anat",4.52611111111111
16796,"NKI","anat",4.66555555555556
17035,"NKI","anat",4.73194444444444
16299,"NKI","anat",4.5275
16767,"NKI","anat",4.6575
16304,"NKI","anat",4.52888888888889
16896,"NKI","anat",4.69333333333333
16157,"NKI","anat",4.48805555555556
16396,"NKI","anat",4.55444444444444
16697,"NKI","anat",4.63805555555556
16857,"NKI","anat",4.6825
17022,"NKI","anat",4.72833333333333
16288,"NKI","anat",4.52444444444444
16593,"NKI","anat",4.60916666666667
16616,"NKI","anat",4.61555555555556
16959,"NKI","anat",4.71083333333333
16865,"NKI","anat",4.68472222222222
16182,"NKI","anat",4.495
16235,"NKI","anat",4.50972222222222
16381,"NKI","anat",4.55027777777778
16667,"NKI","anat",4.62972222222222
17327,"NKI","anat",4.81305555555556
16507,"NKI","anat",4.58527777777778
16498,"NKI","anat",4.58277777777778
14814,"NKI","anat",4.115
16498,"NKI","anat",4.58277777777778
17012,"NKI","anat",4.72555555555556
16390,"NKI","anat",4.55277777777778
16571,"NKI","anat",4.60305555555556
17017,"NKI","anat",4.72694444444444
16435,"NKI","anat",4.56527777777778
14480,"NKI","anat",4.02222222222222
16899,"NKI","anat",4.69416666666667
16458,"NKI","anat",4.57166666666667
17537,"NKI","anat",4.87138888888889
16341,"NKI","anat",4.53916666666667
16879,"NKI","anat",4.68861111111111
16205,"NKI","anat",4.50138888888889
16184,"NKI","anat",4.49555555555556
16826,"NKI","anat",4.67388888888889
16512,"NKI","anat",4.58666666666667
16312,"NKI","anat",4.53111111111111
16459,"NKI","anat",4.57194444444444
16782,"NKI","anat",4.66166666666667
16374,"NKI","anat",4.54833333333333
16453,"NKI","anat",4.57027777777778
16796,"NKI","anat",4.66555555555556
16342,"NKI","anat",4.53944444444444
16387,"NKI","anat",4.55194444444444
17521,"NKI","anat",4.86694444444444
16321,"NKI","anat",4.53361111111111
16996,"NKI","anat",4.72111111111111
16773,"NKI","anat",4.65916666666667
16406,"NKI","anat",4.55722222222222
16506,"NKI","anat",4.585
17177,"NKI","anat",4.77138888888889
17036,"NKI","anat",4.73222222222222
17015,"NKI","anat",4.72638888888889
16018,"NKI","anat",4.44944444444444
16837,"NKI","anat",4.67694444444444
16695,"NKI","anat",4.6375
16360,"NKI","anat",4.54444444444444
16492,"NKI","anat",4.58111111111111
16439,"NKI","anat",4.56638888888889
16414,"NKI","anat",4.55944444444444
16749,"NKI","anat",4.6525
16820,"NKI","anat",4.67222222222222
16462,"NKI","anat",4.57277777777778
16695,"NKI","anat",4.6375
16383,"NKI","anat",4.55083333333333
16725,"NKI","anat",4.64583333333333
16676,"NKI","anat",4.63222222222222
16440,"NKI","anat",4.56666666666667
16341,"NKI","anat",4.53916666666667
16604,"NKI","anat",4.61222222222222
16484,"NKI","anat",4.57888888888889
17374,"NKI","anat",4.82611111111111
16409,"NKI","anat",4.55805555555556
16382,"NKI","anat",4.55055555555556
16506,"NKI","anat",4.585
17116,"NKI","anat",4.75444444444444
16288,"NKI","anat",4.52444444444444
17099,"NKI","anat",4.74972222222222
16569,"NKI","anat",4.6025
17060,"NKI","anat",4.73888888888889
16610,"NKI","anat",4.61388888888889
16212,"NKI","anat",4.50333333333333
16549,"NKI","anat",4.59694444444444
16480,"NKI","anat",4.57777777777778
16491,"NKI","anat",4.58083333333333
17048,"NKI","anat",4.73555555555556
16385,"NKI","anat",4.55138888888889
16206,"NKI","anat",4.50166666666667
16516,"NKI","anat",4.58777777777778
16383,"NKI","anat",4.55083333333333
16431,"NKI","anat",4.56416666666667
16772,"NKI","anat",4.65888888888889
16923,"NKI","anat",4.70083333333333
16444,"NKI","anat",4.56777777777778
16447,"NKI","anat",4.56861111111111
16753,"NKI","anat",4.65361111111111
16728,"NKI","anat",4.64666666666667
16827,"NKI","anat",4.67416666666667
16449,"NKI","anat",4.56916666666667
17331,"NKI","anat",4.81416666666667
16869,"NKI","anat",4.68583333333333
16741,"NKI","anat",4.65027777777778
16421,"NKI","anat",4.56138888888889
16296,"NKI","anat",4.52666666666667
16837,"NKI","anat",4.67694444444444
16590,"NKI","anat",4.60833333333333
17165,"NKI","anat",4.76805555555556
16394,"NKI","anat",4.55388888888889
16475,"NKI","anat",4.57638888888889
16692,"NKI","anat",4.63666666666667
16920,"NKI","anat",4.7
16432,"NKI","anat",4.56444444444444
12574,"NKI","anat",3.49277777777778
16520,"NKI","anat",4.58888888888889
16482,"NKI","anat",4.57833333333333
16380,"NKI","anat",4.55
16767,"NKI","anat",4.6575
16945,"NKI","anat",4.70694444444444
16408,"NKI","anat",4.55777777777778
16552,"NKI","anat",4.59777777777778
17154,"NKI","anat",4.765
16831,"NKI","anat",4.67527777777778
16857,"NKI","anat",4.6825
16388,"NKI","anat",4.55222222222222
16195,"NKI","anat",4.49861111111111
16408,"NKI","anat",4.55777777777778
16906,"NKI","anat",4.69611111111111
16508,"NKI","anat",4.58555555555556
16422,"NKI","anat",4.56166666666667
16401,"NKI","anat",4.55583333333333
17057,"NKI","anat",4.73805555555556
16285,"NKI","anat",4.52361111111111
16675,"NKI","anat",4.63194444444444
16687,"NKI","anat",4.63527777777778
16164,"NKI","anat",4.49
17426,"NKI","anat",4.84055555555556
16197,"NKI","anat",4.49916666666667
16281,"NKI","anat",4.5225
16450,"NKI","anat",4.56944444444444
17650,"NKI","anat",4.90277777777778
16520,"NKI","anat",4.58888888888889
16788,"NKI","anat",4.66333333333333
90,"NKI","anat",0.025
16306,"NKI","anat",4.52944444444444
17606,"NKI","anat",4.89055555555556
16384,"NKI","anat",4.55111111111111
16393,"NKI","anat",4.55361111111111
16454,"NKI","anat",4.57055555555556
16897,"NKI","anat",4.69361111111111
16355,"NKI","anat",4.54305555555556
16878,"NKI","anat",4.68833333333333
16686,"NKI","anat",4.635
16413,"NKI","anat",4.55916666666667
17144,"NKI","anat",4.76222222222222
16558,"NKI","anat",4.59944444444444
16473,"NKI","anat",4.57583333333333
16726,"NKI","anat",4.64611111111111
16411,"NKI","anat",4.55861111111111
16392,"NKI","anat",4.55333333333333
16449,"NKI","anat",4.56916666666667
16871,"NKI","anat",4.68638888888889
16778,"NKI","anat",4.66055555555556
16338,"NKI","anat",4.53833333333333
16613,"NKI","anat",4.61472222222222
16504,"NKI","anat",4.58444444444444
17093,"NKI","anat",4.74805555555556
16367,"NKI","anat",4.54638888888889
16796,"NKI","anat",4.66555555555556
16112,"NKI","anat",4.47555555555556
16397,"NKI","anat",4.55472222222222
17099,"NKI","anat",4.74972222222222
16494,"NKI","anat",4.58166666666667
16647,"NKI","anat",4.62416666666667
16280,"NKI","anat",4.52222222222222
16894,"NKI","anat",4.69277777777778
16470,"NKI","anat",4.575
16623,"NKI","anat",4.6175
16391,"NKI","anat",4.55305555555556
16316,"NKI","anat",4.53222222222222
16853,"NKI","anat",4.68138888888889
16458,"NKI","anat",4.57166666666667
16927,"NKI","anat",4.70194444444444
16345,"NKI","anat",4.54027777777778
16402,"NKI","anat",4.55611111111111
16508,"NKI","anat",4.58555555555556
17494,"NKI","anat",4.85944444444444
17184,"NKI","anat",4.77333333333333
17188,"NKI","anat",4.77444444444444
16525,"NKI","anat",4.59027777777778
17257,"NKI","anat",4.79361111111111
16377,"NKI","anat",4.54916666666667
16567,"NKI","anat",4.60194444444444
16616,"NKI","anat",4.61555555555556
16462,"NKI","anat",4.57277777777778
16625,"NKI","anat",4.61805555555556
16494,"NKI","anat",4.58166666666667
16647,"NKI","anat",4.62416666666667
16560,"NKI","anat",4.6
16540,"NKI","anat",4.59444444444444
16730,"NKI","anat",4.64722222222222
16975,"NKI","anat",4.71527777777778
16832,"NKI","anat",4.67555555555556
17259,"NKI","anat",4.79416666666667
17133,"NKI","anat",4.75916666666667
16384,"NKI","anat",4.55111111111111
17195,"NKI","anat",4.77638888888889
17015,"NKI","anat",4.72638888888889
16734,"NKI","anat",4.64833333333333
16483,"NKI","anat",4.57861111111111
16713,"NKI","anat",4.6425
16359,"NKI","anat",4.54416666666667
17072,"NKI","anat",4.74222222222222
94,"NKI","anat",0.0261111111111111
16886,"NKI","anat",4.69055555555556
